Project,Path,Class,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,NSmells,SmellDensity,Touches,TotalTouches,IssueTouches,TotalIssueTouches,Authors,TotalAuthors,AddedLines,DeletedLines,Churn,TotalChurn,prevCodeSmells,AgeInReleases,prevBuggy,Buggy
avro,/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder",release-1.3.2,584,294,72,40,16,83,161,542,99.0,703.0,4660.437703915965,52.24096385542169,243465.7576407184,4,1,1,1,0,2,5,0.0086,2,2,2,2,2,2,10,8,18,18,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/Stringable.java/,"org.apache.avro.reflect.Stringable",release-1.3.2,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Alternative",release-1.3.2,42,25,10,4,5,14,9,34,19.0,43.0,182.66088307807416,6.071428571428571,1109.012504402593,3,0,1,1,0,1,3,0.0714,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Root",release-1.3.2,14,7,2,0,2,9,2,15,11.0,17.0,58.81033751683406,1.6666666666666667,98.01722919472344,0,0,0,0,0,1,1,0.0714,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileStream.java/,"org.apache.avro.file.DataFileStream",release-1.3.2,227,133,36,18,10,81,41,195,91.0,236.0,1535.8395350868923,12.037037037037038,18486.957366786668,3,0,1,1,0,7,9,0.0396,7,7,7,7,2,2,151,59,210,210,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java/,"org.apache.avro.ipc.ByteBufferInputStream",release-1.3.2,59,37,12,7,8,20,12,59,28.0,71.0,341.32219946608984,11.8,4027.6019536998606,2,0,0,1,0,2,3,0.0508,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/JsonDecoder.java/,"org.apache.avro.io.JsonDecoder",release-1.3.2,390,281,75,38,8,88,69,415,96.0,484.0,3187.1218503490395,18.863636363636363,60120.707631584155,4,0,1,1,1,0,3,0.0077,6,6,6,6,2,2,9,7,16,16,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SchemaTask.java/,"org.apache.avro.specific.SchemaTask",release-1.3.2,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,1,0,0,1,0.2000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java/,"org.apache.avro.tool.DataFileGetSchemaTool",release-1.3.2,26,12,4,1,1,15,1,19,16.0,20.0,80.0,0.6333333333333333,50.666666666666664,1,0,0,1,0,0,1,0.0385,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/file/Codec.java/,"org.apache.avro.file.Codec",release-1.3.2,23,2,6,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,4,4,4,4,2,2,65,15,80,80,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericRequestor.java/,"org.apache.avro.generic.GenericRequestor",release-1.3.2,38,18,7,2,0,11,0,22,11.0,22.0,76.10749561002055,0.0,0.0,1,0,0,1,0,0,1,0.0263,2,2,2,2,1,1,14,0,14,14,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java/,"org.apache.avro.specific.SpecificRecordBase",release-1.3.2,31,14,10,3,3,12,4,23,15.0,27.0,105.48604608143,2.875,303.2723824841113,1,0,0,1,0,0,1,0.0323,2,2,2,2,1,1,6,1,7,7,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/,"org.apache.avro.io.parsing.ResolvingGrammarGenerator",release-1.3.2,409,212,83,27,12,127,64,520,139.0,584.0,4157.461586470528,24.566929133858267,102136.06417155944,3,1,1,1,1,9,13,0.0318,10,10,10,10,2,2,156,46,202,202,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/tool/Main.java/,"org.apache.avro.tool.Main",release-1.3.2,68,33,8,4,4,46,13,91,50.0,104.0,586.9610437365714,3.9565217391304346,2322.3241295664343,2,0,1,1,0,6,8,0.1176,3,3,3,3,2,2,18,2,20,20,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java/,"org.apache.avro.ipc.stats.Stopwatch",release-1.3.2,54,20,8,4,4,7,11,21,11.0,32.0,110.70181179639353,6.0,664.2108707783611,2,0,0,1,0,0,1,0.0185,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java/,"org.apache.avro.tool.DataFileWriteTool",release-1.3.2,59,38,6,3,2,47,3,68,49.0,71.0,398.6443989321798,1.446808510638298,576.7621090933666,1,0,0,1,0,1,2,0.0339,2,2,2,2,2,2,21,5,26,26,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Repeater",release-1.3.2,25,12,3,0,2,15,3,28,17.0,31.0,126.71134807876054,1.8666666666666667,236.52784974701967,0,0,0,1,0,1,2,0.0800,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.ByteArrayByteSource",release-1.3.2,111,66,16,6,11,32,34,100,43.0,134.0,727.1194771300811,17.1875,12497.366013173269,1,0,1,1,0,0,2,0.0180,4,4,4,4,2,2,847,165,1012,1012,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java/,"org.apache.avro.ipc.AvroRemoteException",release-1.3.2,17,9,5,0,2,4,2,11,6.0,13.0,33.60451250937503,2.75,92.41240940078133,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Names",release-1.3.2,34,26,11,3,3,13,7,32,16.0,39.0,156.0,3.6923076923076925,576.0,2,0,0,1,0,0,1,0.0294,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/io/ParsingDecoder.java/,"org.apache.avro.io.ParsingDecoder",release-1.3.2,46,45,17,13,2,19,14,44,21.0,58.0,254.75441052116813,2.3157894736842106,589.9575822595473,12,0,1,1,0,0,2,0.0435,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData.Array",release-1.3.2,63,53,20,7,10,37,25,89,47.0,114.0,633.2231290912507,12.027027027027026,7615.7916877190955,1,0,0,1,0,7,8,0.1270,6,6,6,6,3,3,32,30,62,62,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Name",release-1.3.2,39,34,16,8,6,23,23,62,29.0,85.0,412.9283845858437,8.08695652173913,3339.3338927376926,2,0,1,1,0,4,6,0.1538,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/ipc/HttpServer.java/,"org.apache.avro.ipc.HttpServer",release-1.3.2,31,18,4,0,1,13,1,18,14.0,19.0,72.33974351909447,0.6923076923076923,50.08136089783463,0,0,0,1,0,0,1,0.0323,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/file/NullCodec.java/,"org.apache.avro.file.NullCodec",release-1.3.2,41,12,6,1,1,7,2,9,8.0,11.0,33.0,0.6428571428571429,21.214285714285715,1,0,0,1,0,0,1,0.0244,5,5,5,5,2,2,89,25,114,114,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.FloatSchema",release-1.3.2,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/Protocol.java/,"org.apache.avro.Protocol",release-1.3.2,336,174,50,21,7,121,45,311,128.0,356.0,2492.0,8.995867768595042,22417.702479338845,2,0,1,1,0,8,10,0.0298,3,3,3,3,2,2,5,5,10,10,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java/,"org.apache.avro.reflect.ReflectResponder",release-1.3.2,20,8,4,0,0,7,0,13,7.0,13.0,36.49561398674886,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/,"org.apache.avro.io.BinaryEncoder.ByteWriter",release-1.3.2,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,2,2,2,2,2,2,3,1,4,4,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/tool/Util.java/,"org.apache.avro.tool.Util",release-1.3.2,40,17,4,1,0,14,0,18,14.0,18.0,68.53238859703687,0.0,0.0,1,0,0,1,0,1,2,0.0500,2,2,2,2,1,1,14,0,14,14,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/reflect/Union.java/,"org.apache.avro.reflect.Union",release-1.3.2,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData",release-1.3.2,458,250,107,47,11,122,57,510,133.0,567.0,4000.3451409291747,22.991803278688526,91975.1485271011,12,1,1,1,1,13,17,0.0371,6,6,6,6,3,3,32,30,62,62,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/,"org.apache.avro.io.BinaryEncoder",release-1.3.2,208,95,33,4,11,44,97,237,55.0,334.0,1930.9741443172363,29.625,57205.109025398124,1,0,1,1,1,5,8,0.0385,2,2,2,2,2,2,3,1,4,4,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.EntryIterator",release-1.3.2,25,8,4,0,2,8,2,10,10.0,12.0,39.863137138648355,1.25,49.82892142331045,0,0,0,1,0,0,1,0.0400,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java/,"org.apache.avro.tool.DataFileReadTool",release-1.3.2,44,26,4,1,1,23,1,35,24.0,36.0,165.05865002596164,0.7608695652173914,125.58810328062299,1,0,0,1,0,0,1,0.0227,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/tool/Tool.java/,"org.apache.avro.tool.Tool",release-1.3.2,24,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,2,2,2,2,1,1,1,1,2,2,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/RPCContext.java/,"org.apache.avro.ipc.RPCContext",release-1.3.2,124,44,19,4,3,9,18,34,12.0,52.0,186.41805003750014,5.666666666666666,1056.3689502125007,1,0,0,0,0,2,2,0.0161,2,2,2,2,1,1,3,3,6,6,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryData.java/,"org.apache.avro.io.BinaryData.Decoders",release-1.3.2,15,8,2,0,1,11,4,18,12.0,22.0,78.86917501586544,0.8181818181818182,64.52932501298082,0,0,1,0,0,2,3,0.2000,3,3,3,3,2,2,28,33,61,61,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.Sequence",release-1.3.2,60,34,8,2,4,19,5,47,23.0,52.0,235.22522171496468,4.947368421052632,1163.74583374772,1,0,1,1,0,5,7,0.1167,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java/,"org.apache.avro.tool.RpcReceiveTool",release-1.3.2,130,48,10,5,4,55,13,115,59.0,128.0,752.9783103183157,4.181818181818182,3148.8183886038655,2,0,0,1,1,2,4,0.0308,2,2,2,2,1,1,46,10,56,56,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java/,"org.apache.avro.ipc.stats.StatsServlet",release-1.3.2,68,46,6,0,1,56,1,134,57.0,135.0,787.4401519122401,1.1964285714285714,942.1158960378588,0,0,1,1,0,0,2,0.0294,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.FieldOrderAction",release-1.3.2,6,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,2,2,0.3333,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/,"org.apache.avro.file.DataFileWriter",release-1.3.2,318,162,36,13,15,126,46,278,141.0,324.0,2313.214638177209,16.547619047619047,38278.19460793239,2,0,1,1,0,3,5,0.0157,6,6,6,6,2,2,177,41,218,218,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java/,"org.apache.avro.io.ValidatingEncoder",release-1.3.2,166,83,26,2,6,54,13,149,60.0,162.0,956.91627648858,8.277777777777777,7921.140288711023,1,0,1,1,0,0,2,0.0120,5,5,5,5,2,2,4,4,8,8,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java/,"org.apache.avro.io.parsing.SkipParser",release-1.3.2,69,28,7,3,7,16,10,35,23.0,45.0,203.5602880225656,7.65625,1558.508455172768,3,0,1,1,0,0,2,0.0290,6,6,6,6,2,2,11,10,21,21,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/,"org.apache.avro.file.DataFileWriter.BufferedFileOutputStream",release-1.3.2,18,5,2,0,2,4,2,4,6.0,6.0,15.509775004326936,1.0,15.509775004326936,0,0,0,0,0,1,1,0.0556,6,6,6,6,2,2,177,41,218,218,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/io/DatumWriter.java/,"org.apache.avro.io.DatumWriter",release-1.3.2,9,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Field",release-1.3.2,49,29,13,2,5,15,13,36,20.0,49.0,211.77447664948076,6.0,1270.6468598968845,1,0,1,1,0,2,4,0.0816,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.DefaultStartAction",release-1.3.2,6,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,1,1,0.1667,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.EnumSchema",release-1.3.2,39,35,11,4,7,36,10,62,43.0,72.0,390.69106233855103,6.027777777777779,2354.9989035407107,1,0,0,1,0,7,8,0.2051,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/AvroRuntimeException.java/,"org.apache.avro.AvroRuntimeException",release-1.3.2,7,6,3,0,0,2,0,4,2.0,4.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java/,"org.apache.avro.file.LengthLimitedInputStream",release-1.3.2,61,34,12,5,7,17,14,47,24.0,61.0,279.6827125439906,9.676470588235293,2706.3415419697913,2,0,0,1,0,1,2,0.0328,1,1,1,1,1,1,85,0,85,85,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileConstants.java/,"org.apache.avro.file.DataFileConstants",release-1.3.2,15,0,0,0,2,12,2,13,14.0,15.0,57.110323830864054,1.0833333333333333,61.869517483436056,0,0,0,0,0,0,0,0.0000,3,3,3,3,2,2,5,4,9,9,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java/,"org.apache.avro.generic.GenericDatumReader",release-1.3.2,321,176,79,19,9,103,37,362,112.0,399.0,2716.134613900984,15.815533980582526,42957.119281987405,3,0,1,1,0,0,2,0.0062,5,5,5,5,3,3,77,198,275,275,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/file/DataFileReader.java/,"org.apache.avro.file.DataFileReader.SeekableInputStream",release-1.3.2,67,35,13,3,7,19,11,61,26.0,72.0,338.43165970615865,11.23684210526316,3802.9031235402567,1,0,0,1,0,0,1,0.0149,3,3,3,3,1,1,73,53,126,126,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.StringSchema",release-1.3.2,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/generic/GenericResponder.java/,"org.apache.avro.generic.GenericResponder",release-1.3.2,26,10,5,1,1,10,1,17,11.0,18.0,62.26976913547136,0.85,52.92930376515065,1,0,0,1,0,1,2,0.0769,2,2,2,2,1,1,4,2,6,6,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Protocol.java/,"org.apache.avro.Protocol.Message",release-1.3.2,76,48,13,3,6,34,14,78,40.0,92.0,489.61738472963737,6.88235294117647,3369.719647845151,1,0,1,1,0,3,5,0.0658,3,3,3,3,2,2,5,5,10,10,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/ParsingEncoder.java/,"org.apache.avro.io.ParsingEncoder",release-1.3.2,43,19,8,3,7,10,15,34,17.0,49.0,200.28567922126666,11.9,2383.399582733073,1,0,0,1,0,0,1,0.0233,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder.BlockedValue",release-1.3.2,95,26,5,1,7,17,34,53,24.0,87.0,398.8917375627407,10.911764705882353,4352.6127834051995,1,0,1,1,0,0,2,0.0211,2,2,2,2,2,2,10,8,18,18,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter",release-1.3.2,57,28,9,2,4,29,6,46,33.0,52.0,262.3084942066396,3.1724137931034484,832.1510850693394,1,0,0,1,0,2,3,0.0526,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.IntCheckAction",release-1.3.2,7,3,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,0,0,0.0000,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/,"org.apache.avro.io.DirectBinaryDecoder",release-1.3.2,168,81,25,12,16,40,72,148,56.0,220.0,1277.618082852673,29.6,37817.49525243913,3,0,1,1,0,3,5,0.0298,1,1,1,1,1,1,203,0,203,203,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/,"org.apache.avro.io.BinaryDecoder.BufferAccessor",release-1.3.2,66,38,14,6,2,9,18,35,11.0,53.0,183.34987578777677,3.888888888888889,713.0272947302429,1,0,1,1,0,2,4,0.0606,4,4,4,4,2,2,847,165,1012,1012,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericRecord.java/,"org.apache.avro.generic.GenericRecord",release-1.3.2,6,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,2,2,2,2,1,1,3,6,9,9,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/,"org.apache.avro.io.parsing.ResolvingGrammarGenerator.LitS2",release-1.3.2,15,10,4,1,5,6,6,12,11.0,18.0,62.26976913547136,5.0,311.3488456773568,1,0,0,1,0,2,3,0.2000,10,10,10,10,2,2,156,46,202,202,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema",release-1.3.2,1012,269,90,37,7,169,79,478,176.0,557.0,4154.9034115809745,9.899408284023668,41131.0852519229,9,1,1,1,0,75,78,0.0771,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.ResolvingAction",release-1.3.2,16,5,2,0,1,5,2,10,6.0,12.0,31.019550008653873,1.0,31.019550008653873,0,0,0,1,0,0,1,0.0625,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java/,"org.apache.avro.specific.SpecificRequestor",release-1.3.2,72,29,12,1,1,30,1,58,31.0,59.0,292.2975823128257,0.9666666666666667,282.5543295690648,1,0,0,1,0,0,1,0.0139,3,3,3,3,2,2,7,5,12,12,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/,"org.apache.avro.ipc.stats.Histogram.SegmenterException",release-1.3.2,5,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java/,"org.apache.avro.ipc.stats.FloatHistogram",release-1.3.2,30,17,6,2,6,13,11,25,19.0,36.0,152.92539048396907,5.769230769230769,882.2618681767447,1,0,0,1,0,0,1,0.0333,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/,"org.apache.avro.file.DataFileWriter.NonCopyingByteArrayOutputStream",release-1.3.2,8,4,2,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,1,0,0,1,0.1250,6,6,6,6,2,2,177,41,218,218,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/,"org.apache.avro.io.parsing.Symbol.FieldAdjustAction",release-1.3.2,8,3,1,0,1,2,2,2,3.0,4.0,6.339850002884625,0.5,3.1699250014423126,0,0,0,0,0,0,0,0.0000,10,10,10,10,2,2,217,49,266,266,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java/,"org.apache.avro.specific.SpecificDatumReader",release-1.3.2,61,31,12,1,2,26,3,62,28.0,65.0,312.4780699337442,2.3846153846153846,745.1400129189285,1,0,0,1,0,0,1,0.0164,2,2,2,2,1,1,1,1,2,2,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.Type",release-1.3.2,6,2,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,0,0,0.0000,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/io/DecoderFactory.java/,"org.apache.avro.io.DecoderFactory.DefaultDecoderFactory",release-1.3.2,10,4,2,0,0,1,0,2,1.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,232,0,232,232,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java/,"org.apache.avro.ipc.RPCPlugin",release-1.3.2,49,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder.BlockedValue.State",release-1.3.2,27,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,2,2,2,2,2,2,10,8,18,18,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java/,"org.apache.avro.specific.SpecificExceptionBase",release-1.3.2,19,10,8,3,3,10,4,18,13.0,22.0,81.40967379910403,2.7,219.8061192575809,1,0,0,1,0,2,3,0.1579,2,2,2,2,1,1,1,1,2,2,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/Schema.java/,"org.apache.avro.Schema.NullSchema",release-1.3.2,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,7,7,7,7,3,3,233,59,292,292,0,1,no,yes
avro,/lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java/,"org.apache.avro.reflect.ReflectDatumReader",release-1.3.2,111,71,20,7,3,45,5,109,48.0,114.0,636.6857250822119,3.633333333333333,2313.291467798703,2,0,0,1,0,0,1,0.0090,2,2,2,2,2,2,2,2,4,4,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java/,"org.apache.avro.io.parsing.ValidatingGrammarGenerator",release-1.3.2,107,40,18,2,4,46,7,114,50.0,121.0,682.9065989627417,4.956521739130435,3384.841403554459,2,1,1,1,1,2,6,0.0561,5,5,5,5,2,2,9,11,20,20,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/Encoder.java/,"org.apache.avro.io.Encoder",release-1.3.2,226,6,22,0,0,6,0,10,6.0,10.0,25.84962500721156,0.0,0.0,0,0,1,1,0,0,2,0.0088,1,1,1,1,1,1,0,0,0,0,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/generic/GenericData.java/,"org.apache.avro.generic.GenericData.Fixed",release-1.3.2,26,19,10,1,3,13,3,27,16.0,30.0,120.0,3.115384615384616,373.8461538461539,1,0,1,1,0,6,8,0.3077,6,6,6,6,3,3,32,30,62,62,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/,"org.apache.avro.io.BlockingBinaryEncoder.EncoderBuffer",release-1.3.2,9,4,2,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,1,1,0.1111,2,2,2,2,2,2,10,8,18,18,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/,"org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader",release-1.3.2,17,8,3,1,2,6,2,9,8.0,11.0,33.0,1.5,49.5,1,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,203,0,203,203,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java/,"org.apache.avro.io.ValidatingDecoder",release-1.3.2,197,116,36,10,9,50,24,201,59.0,225.0,1323.5946861064144,18.089999999999996,23943.82787166503,2,0,1,1,0,2,4,0.0203,6,6,6,6,2,2,7,5,12,12,0,1,no,no
avro,/lang/java/src/java/org/apache/avro/specific/FixedSize.java/,"org.apache.avro.specific.FixedSize",release-1.3.2,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0000,1,1,1,1,1,1,0,0,0,0,0,1,no,no
